Country,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Code,Annual CO₂ emissions
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.75,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.63,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.06,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.58,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.15,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,25.07,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,27.35,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Maize,2002,16807,1083.0,42482.56,26.49,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.66,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.72,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.79,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,24.91,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,25.76,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.55,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.63,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,26.7,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.67,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.67,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.67,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.67,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.67,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.67,IND,1021664400.0
India,Potatoes,2002,194173,1083.0,42482.56,27.67,IND,1021664400.0
